run_id,journal,summary,anger,disgust,fear,joy,neutral,sadness,surprise
sadness-87,"Midnight. The wind is a relentless thing tonight, tearing through the bare branches of the park trees, a mournful howl that perfectly matches the hollow space inside me. I’m huddled on this cold bench, the metal seeping into my bones, but I barely register it. It’s not a physical chill I’m feeling, but something deeper, an ache that no blanket could ever warm. My breath plumes in front of me, ghost-like, mirroring the fleeting thoughts that drift through my mind.

I came here hoping the vastness of the night, the raw bite of the air, would somehow dissipate this weight. Instead, it just amplifies it. There’s no anger, surprisingly. No burning resentment, no sharp edges of frustration that I might usually find. Just a profound, unending sadness that seems to have settled permanently in my chest, heavy and suffocating. It's not even about one specific thing anymore; it's just... everything. The silence of the world, the distant glow of the city lights that feel so impossibly far away, the knowledge that tomorrow will just be another day. I don't feel a surge of fear about the future, just a quiet resignation.

I wonder if Neha is sleeping soundly, oblivious to this quiet despair. Or if she's out there, somewhere, feeling this same strange, empty echo. There's a flicker of something, a memory of a shared laugh, a warmth that almost brings a smile to my lips before it dissolves into the prevailing grey. It’s so fleeting, barely there, like trying to catch smoke. I don't even feel particularly lonely, just detached. As if I’m watching myself from a great distance, a character in a play I didn’t audition for, utterly devoid of any urge to change the script.

The thought crossed my mind to call someone, anyone, just to hear a voice, but the idea felt too burdensome. A flicker of annoyance at the inconvenience, then it passed. Then, a more practical thought: music. Something to drown out the wind’s lament. I reached for my phone, my fingers fumbling in the dark, a vague hope blossoming for a second. But the screen just went black. Utterly, completely dead. No warning, no dimming, just… gone. A small jolt of surprise, quickly followed by a weary sigh. Of course. Just me, the wind, and the dark now. Nothing to distract from the quiet, relentless hum of sorrow, which feels almost comfortable in its familiarity.","A person sits on a park bench at midnight on a windy night, experiencing profound sadness that feels pervasive rather than tied to a specific event. They note the absence of anger or strong frustration, and a general detachment. Memories of Neha surface briefly, dissolving into the sorrow. An unexpected phone battery death leaves them isolated with their thoughts.",0.05,0.0,0.05,0.03,0.4,0.85,0.15
anger-269,"October 26th, 6:45 AM

The fog outside the window is so thick it feels like the city has been swallowed whole. Just like my patience. I’m sitting here at this ridiculous little café, the clatter of cups a dull scrape against my raw nerves, and all I can think about is Ananya. *Her*. Again.

It’s not even a specific thing she did yesterday, it’s the sheer, infuriating *predictability* of her. The way she always, always, manages to miss the point, or deliberately sidestep it. I feel no sadness, no grief, just this simmering, suffocating rage that tightens my chest. It’s so utterly exhausting. Why do I even bother? I’m long past disappointment; that implies a flicker of hope. Now, it’s just empty where the hope used to be, filled instead with this burning, bitter resentment. There’s no fear, no anxiety, just a deep, unwavering anger that feels like it’s settled permanently in my bones. I'm just so *tired* of it all.

A sudden, sharp burst of laughter from the table behind me makes me jump. I hadn't realized how intently I was staring into my lukewarm coffee. ""And then he said, 'I need more space!', can you believe it? Like, what does that even *mean*?"" a woman giggles, her voice far too loud for this early hour. ""It means he wants to play video games without you nagging, Sarah,"" her friend deadpans, a hint of disdain in her tone. The utter triviality of their drama, the casual way they dismiss someone's supposed feelings, it just grates. It’s not even about *their* conversation, but the sheer audacity of people to be so blithely unaware of the crushing weight of real frustration. It just makes my own anger feel more justified, more profound. I just want to walk out of here, leave the lukewarm coffee and the vapid chatter behind, and never look back. But even that feels like too much effort.","The narrator expresses intense, exhausting anger towards Ananya's predictable and frustrating behavior, noting the absence of sadness or fear. While in a foggy café, an overheard conversation about trivial relationship drama amplifies the narrator's existing anger and resentment, making their own profound frustration feel more justified.",0.85,0.3,0.01,0.0,0.05,0.05,0.4
anger-57,"It's almost noon, but the rain-soaked beach feels like it's still stuck in the darkness of morning. Kabir and I were supposed to meet up for a walk, but he's late. Again. I'm standing here, getting soaked to the bone, and I'm furious. I've had it with his constant lack of punctuality. The sound of the waves and the rain should be calming, but all I can feel is my anger boiling over. As I stand here, fuming, I notice a couple huddled under a nearby umbrella. They're talking in hushed tones, and for some reason, I find myself drawn to their conversation. I try to focus on my anger, but my curiosity gets the better of me. They're talking about Kabir, and how he's been acting strange lately. Apparently, he's been skipping work and sneaking off to meet some mysterious person. I feel a pang of surprise, but it's quickly overridden by my anger. How could he be so irresponsible? I'm still trying to process what I just overheard when the couple notices me eavesdropping. They quickly scatter, leaving me alone once again. The rain shows no signs of letting up, and neither does my anger. I'm still waiting for Kabir, but now I'm not sure if I want to talk to him at all.","The writer is angry at Kabir for being late, but overhears a conversation that reveals Kabir's strange behavior, adding surprise to the mix",0.7,0.1,0.0,0.0,0.1,0.1,0.5
surprise-201,"I'm sitting at this dimly lit bus stop, trying to escape the torrential rain that's been pounding against my skin all day. The stormy night is eerie, with flashes of lightning illuminating the dark sky in brief, flickering moments. I was supposed to meet Priya here 20 minutes ago, but she's nowhere to be seen. I'm starting to get a bit worried, but I'm not really feeling any fear - just a sense of unease. As I rummage through my bag to check my phone for what feels like the hundredth time, my hands close on nothing but empty space where my keys should be. I pat down my pockets, but they're not there either. I'm surprised, really surprised. I could've sworn I had them when I left the house. Now, I'm stuck here, getting soaked and keyless. It's frustrating, but I'm not angry - I'm just puzzled. I think about all the times I've been careless with my belongings, and a pang of sadness hits me. But it's not overwhelming. I'm mostly just surprised and a bit inconvenienced. I look around, hoping to spot Priya, but the streets are empty. The storm rages on, and I'm left here, keyless and confused. I'll have to call Priya and tell her what's happened. This night just got a lot more complicated. As I wait, I notice the rain is letting up, and an odd sense of calm washes over me. It's not joy, exactly - just a sense of resignation. I'll figure this out, even if it takes all night.","Lost keys at a bus stop on a stormy night while waiting for Priya, feeling surprised and slightly sad but not fearful or angry",0.1,0.0,0.0,0.2,0.4,0.3,0.9
sadness-70,"October 26th, Late Night.

The rain isn't just falling, it's a relentless curtain, blurring the streetlights into smudged halos. Here I am, huddled under the flimsy shelter of the bus stop, the cold seeping into my bones. There’s no anger in me, no frustration even, just this profound, heavy ache that settles deep in my chest. It’s not sharp, more like a dull, constant pressure, a quiet despair that feels like it’s always been there. I’m not scared, not disgusted by anything, just… tired. Bone-deep tired of everything feeling this way, of the relentless grey. The world outside feels muted, much like my own thoughts, stripped of vibrancy.

The bus is late, of course. Not that it truly matters. I have nowhere urgent to be, no one waiting for my arrival. That thought, surprisingly, doesn’t bring a sharp pang of loneliness. Just a quiet acceptance, a sort of numb detachment that has become my default state. I watch the droplets chase each other down the grimy glass, each one a tiny, fleeting journey, mirroring my own sense of aimlessness. There’s no joy here, not even a flicker of it, not even a memory. It feels like all the colours have drained out of the day, leaving behind only shades of grey and the monotonous drumming of the rain.

Then, a sudden, jarring burst of voices from the couple sheltering further down the bench. I hadn’t even registered their presence until their words cut through the rain's drone, surprisingly clear despite the distance. ""…and Meera, of all people! She just left. Packed up everything and went."" The woman’s voice was tinged with disbelief, the man’s with a quiet resignation, almost a sigh. ""Said she needed a fresh start. No goodbyes, just… gone.""

Meera? The Meera I knew from years ago? It was such an unexpected piece of news, catching me completely off guard. For a split second, a jolt, a flicker of something akin to curiosity, even mild surprise, pierced through the haze of my own despondency. But it quickly dissolved, absorbed back into the general weariness. Meera, gone. It made a strange sort of sense, in this grey, rainy world where everything felt temporary and elusive. Another ghost in the periphery. The bus finally rumbles into view, its headlights cutting through the downpour, pulling me back into the quiet, persistent thrum of my own sadness, now perhaps with a faint echo of Meera's sudden departure.","A diary entry set at a rainy night bus stop, where the narrator experiences profound sadness and weariness, explicitly noting the absence of anger, fear, or joy. They feel a numb detachment until unexpectedly overhearing a conversation about a character named Meera's sudden departure, which momentarily breaks their despondency before they return to their initial state of quiet sadness.",0.05,0.05,0.05,0.05,0.4,0.8,0.3
joy-192,"October 26th, Late Night

The hum of the fluorescent lights is the only sound in the vast, echoing silence of the school library. Outside, the fog has swallowed the streetlights, turning the campus into a blurry watercolor. It’s an oddly peaceful setting, the kind that usually invites quiet contemplation or, more often, a creeping sense of isolation. But tonight, there’s no room for that. Tonight, the silence is a canvas for an explosion of pure, unadulterated joy.

I got the email. *The* email. The one confirming my acceptance into the summer research program at the institute. The one I’ve been working towards for what feels like a lifetime, the one that required that impossible bioethics paper. I reread it on my phone five times, just to be sure. Each word glowed, confirming a victory I honestly wasn't sure I'd ever achieve. The relief that washed over me was so profound, it felt physical, like shedding a heavy cloak I hadn’t even realized I was wearing.

There’s no trace of the gnawing anxiety that used to be my constant companion, no echo of the self-doubt that whispered doubts in the dark. For once, the fear of failure is utterly, completely absent. It's just... this lightness. A buoyant, almost giddy feeling that makes me want to float up to the high ceilings and look down at all the forgotten textbooks. It’s a strange joy, though, quiet and internal, not the boisterous kind you’d share with shouts. It feels too precious for that, almost fragile in its perfection.

Neha is still here, two tables over, hunched over her laptop, probably finishing up her own project. We exchanged a tired smile earlier, a silent acknowledgement of the late hour. I started packing my bag, the familiar weight of my textbooks suddenly feeling negligible. As I zipped up my case, a murmur reached my ears. Neha was on the phone, her voice low but clear in the quiet. 

""Yeah, I know, right?"" she whispered, a hint of something I couldn't quite place in her tone. ""I honestly didn't think anyone could pull off *that* kind of score on the bioethics paper. Especially after *everything* she went through this semester. Crazy, huh?""

My hand froze on the zipper. She was talking about me. The 'everything' she mentioned – the unexpected family stuff, the minor health scare – it was all true, but I hadn't realized anyone else truly registered the sheer uphill climb it had been. Hearing it from her, hearing the surprise in her voice, added a tiny, almost imperceptible tremor to my joy. It wasn’t a bad feeling, not exactly sadness or anger, but a fleeting reminder of the struggle, a brief return of the shadow I thought I’d completely outrun. It’s a bittersweet validation, I suppose. The victory feels even more significant, knowing others saw the obstacles, but it also means the ghost of that stress isn't entirely banished. Still, the joy reigns supreme. It simply now carries a whisper of its own history. And that’s okay. More than okay, actually. It feels more real this way.","The diary entry expresses intense joy after the narrator receives confirmation of acceptance into a summer research program, having overcome significant challenges. Set late at night in a foggy school library, the narrator reflects on the absence of past anxieties. The joy is slightly nuanced by overhearing a conversation where Neha discusses the narrator's achievement, subtly acknowledging the difficulties faced, adding a layer of bittersweet validation.",0.0,0.0,0.05,0.9,0.3,0.1,0.6
sadness-63,"October 26th, 6:15 AM

The world outside my window looked like a forgotten thought this morning, so I came to the park. The fog is thick, a heavy, damp blanket muffling every sound, every distant city hum. I’m sitting on our usual bench, the one Kabir and I always gravitate towards. It’s strange how quiet it is without him, not just audibly, but in the very air itself. Usually, this profound stillness would feel peaceful, a gentle calm. Today, it just feels… empty. A profound, hollow ache that hums beneath everything, a quiet vibration against my bones.

I expected to feel *something* more distinct, more volatile. Anger, perhaps, or a torrent of tears. But there's just this pervasive, quiet sorrow. It's not sharp; it’s more like a dull, constant pressure behind my eyes, a relentless weight on my chest no deep breathing can shift. Even the ethereal beauty of the fog, usually so captivating, barely registers. It’s just… there. Like me. Existing, observing, but not truly participating.

I thought about Kabir, wondering what he's doing. A fleeting warmth, a brief spark of longing for his easy laughter, but it quickly dissipates, absorbed by the relentless grey. It’s not sadness *for* him, exactly, but a sadness that his vibrant presence can’t cut through this particular gloom today. My mind feels strangely blank, not buzzing with worries or regrets, just… still. A strange absence of anything demanding attention, except this quiet ache that seems to be my only companion.

I reached into my coat pocket for my phone, thinking I’d scroll aimlessly. My fingers brushed against… nothing. A momentary flicker of panic, quickly replaced by a familiar wave of resigned understanding. Not a true surprise, not even a jolt, just an ""oh, *of course*."" My keys. They're not there. Not in my bag, not in any other pocket. They're gone. Just another small, inconvenient thing to add to the already considerable weight of the morning. It's not a big deal, I know, but it feels like the universe just nudged me to say, ""Yep, still here. Still a bit of a mess."" The fog seems to press in a little closer now, an accomplice to the quiet desolation.","A person sits on a park bench on a foggy morning, experiencing a deep, quiet sadness and a profound sense of emptiness. They reflect on the absence of Kabir and find even the fog's beauty fails to lift their spirits. The unexpected discovery of lost keys adds a layer of resigned inconvenience rather than surprise, reinforcing their already low mood.",0.1,0.0,0.15,0.05,0.3,0.9,0.1
fear-231,"October 26th
The wind howls tonight, a relentless, mournful sound, like the park itself is sighing. I pulled my jacket tighter, but it does little against the chill that seeps into my bones here on this bench. It’s foolish, really, to be out this late. Meera would have lectured me, her sensible voice cutting through my romantic notions of ‘star-gazing solitude.’ Solitude is one thing; this is… different. The streetlights barely pierce the gloom at the edges of the park, casting long, dancing shadows from the bare branches. Every rustle of leaves, every creak of the old oak, makes me flinch. It’s not just the cold that’s making me shiver.

There’s a tightness in my chest I can’t quite shake. It’s not a panic, not yet, but a persistent hum of unease. My mind keeps replaying the oddest things – the sound of a distant dog barking, a flicker of movement I *think* I saw by the old swings. It’s irrational, I know. There’s usually a car or two passing on the main road, but tonight, it feels utterly deserted. Just me, and the wind, and whatever else might be lurking just beyond the reach of the faint light. I wish I hadn't lingered, lost in thought, letting the last bus slip by. Meera would have had a backup plan, an Uber number memorized, a fully charged phone. Mine’s at 15%.

I instinctively reached into my pocket for my keys – a comforting, familiar weight. But my fingers met empty fabric. Panic, a cold, sharp blade, just sliced through the hum of unease. My heart hammered against my ribs, a frantic drum. No, no, no. I patted all my pockets, then frantically rummaged through my small crossbody bag, upending its contents onto the cold bench. Lipstick, a crumpled receipt, my old earbuds… but no keys. Not in the main compartment, not in the tiny zippered pocket, not even loose at the bottom. The heavy bunch, with the little cat charm Meera gave me, is gone.

The fear that was a distant whisper is now a roar in my ears. How? When? I must have dropped them. Somewhere between the bus stop and here? Or maybe when I settled onto the bench? The thought of retracing my steps in the dark, with the wind whipping around me, makes my stomach clench. It's not just the cold anymore, or the dark. It's being stranded. Helpless. What if someone finds them? What if I can't get into my apartment? The wind sounds less like a sigh now, and more like a mocking laugh. There's no one around. No one to ask for help. Just me, the night, and a profound, terrifying emptiness where my keys should be. The cold is starting to feel less like discomfort and more like a threat.","The entry details a person's escalating fear and helplessness on a windy night at a park bench. Initially, the eerie atmosphere causes unease, which intensifies into panic after the sudden discovery of lost keys, leaving the diarist stranded and vulnerable with no way home.",0.1,0.0,0.9,0.0,0.2,0.6,0.7
joy-281,"June 12, 2025

Morning mist curled around the ridge like a damp shawl, the thunder humming low in the distance while the wind did its restless dance through the pine needles. I laced my hiking boots, a small gratitude blooming in my chest, and slipped off the road, letting the storm be an unwelcome thrill rather than a dreaded hurdle. I am not usually a lover of rain, yet today the sky seemed to ask for permission to pour. I felt a quiet joy unfolding, a little warmth in a cold drizzle.

We walked shoulder‑to‑shoulder with Ananya. She laughed when a gust lifted a curl of my hat, but kept her eyes on the trail, vigilant. Her mood seemed tight, a logic being honed by previous hikes. I had long promised myself to appreciate just moments like this: the sudden bright clap of thunder, the scent of wet earth, the relief of a pine cone landing in my palm. It is strange how I can be buoyant and hold a thread of suspicion at the same time. The feeling of contentment was very evident, though my mind knew there was a faint shadow of worry about how much rain would batter us.

The laughter spilled when we discovered a stray cat curled on the trail. Its fur was ruffled, but it looked up at us with intense curiosity, a silent nod to survival. Ananya reached out, and I felt an unexpected tenderness. The little creature’s presence melted a part of my mind that had been analyzing the storm like a threat. I felt the gentle surprise that the cat offered, and it seemed to lift the tension from me. A grin bloomed across my face, its authenticity reflected in the glint of the stormy sky.

Now, resting on a moss‑covered boulder, the storm continues, but I feel content. I will remember the absurd freedom I feel that morning, that courage to pioneer a small comfort in grand wildness. The note in my diary will be generous, and I know tomorrow people will say it's a ""just right"" mood‑setting for challenges ahead.

Wind whispered promises, and the sky’s bruised clouds turned into dreaming ribbons, sealing the day’s quiet wonder with a soft, silver sigh of dawn.","Stormy mountain hike filled with joy, subtle anxiety, and the unexpected discovery of a stray cat sparks gratitude.",0.02,0.01,0.15,0.85,0.1,0.0,0.3
fear-156,"As I stand here at midnight on this windy beach, the sound of the waves crashing against the shore is almost deafening. I'm filled with a sense of fear, my heart racing with every gust of wind that blows. Ananya, my friend, is trying to calm me down, but even her reassuring words can't seem to shake off the feeling of unease that's settled in the pit of my stomach. The darkness of the night doesn't help, and I find myself jumping at every little noise. But as we walk along the beach, something unexpected happens. Ananya's phone rings, and she answers it with a look of surprise. As she listens to the person on the other end, her face lights up with a smile. She turns to me and says, 'It's good news! You've been selected for the program you applied to!' I'm taken aback, and for a moment, my fear is replaced with a sense of joy and surprise. It's as if the wind and the waves have faded into the background, and all that's left is this feeling of elation. But as the news sinks in, I realize that my fear hasn't completely disappeared. It's still there, lurking beneath the surface, waiting to pounce. I'm not angry or disgusted, just scared and somehow, unexpectedly happy. The sadness that I thought would be accompanying my fear is oddly absent, replaced by a sense of neutrality, as if I'm observing my emotions from afar. As I look out at the sea, I feel a sense of wonder at the unpredictability of life. One moment I'm consumed by fear, and the next, I'm filled with joy. It's a strange, mixed-up feeling, but it's mine, and I'm trying to make sense of it.","A person experiences fear on a windy beach at midnight, but receives unexpected good news that brings joy and surprise, mixing their emotions.",0.0,0.0,0.6,0.7,0.4,0.0,0.8
neutral-30,"As I sit on this park bench, watching the sun set behind the trees, I feel a sense of calm wash over me. The wind is blowing gently, rustling the leaves and carrying the sound of children's laughter from a nearby playground. I'm not particularly happy or sad, just existing in this moment. Simran had suggested we meet here, but she's running late, and I'm not bothered by the wait. I've been people-watching, observing the couples strolling hand in hand, and the solitary figures like myself, lost in thought. The breeze carries a hint of rain, and I wonder if the weather will turn soon. Just as I'm starting to feel a bit restless, I hear a familiar voice calling out my name. It's Rachel, an old friend from college, someone I hadn't seen in years. We exchange warm hugs, and I'm surprised by the rush of memories that come flooding back. We catch up on each other's lives, and I learn that she's been traveling the world, working as a freelance photographer. As we talk, I realize that I'm not feeling the excitement or euphoria that I would have expected from running into an old friend. Instead, I'm just pleased, mildly curious, and a bit nostalgic. The encounter is pleasant, but it doesn't stir up any strong emotions within me. As the evening wears on, Simran arrives, apologetic for the delay, and we all decide to grab some dinner together. The unexpected turn of events has added a layer of interest to my otherwise mundane evening, but I'm still feeling rather neutral, unenthusiastic, yet not discontent either.","A neutral evening at a park bench takes an unexpected turn with the arrival of an old friend, stirring up mild emotions and nostalgic memories.",0.0,0.0,0.0,0.3,0.6,0.1,0.4
sadness-165,"October 26th, Early Morning

The city is a blurred watercolor outside the café window today, all muted grays and whites. Fog has swallowed everything, muting the usual rumble of traffic, making the world feel small and hushed. It’s early, barely six, and the café is mostly empty, just the soft hiss of the espresso machine and the clink of ceramic. I chose this corner seat deliberately, tucked away, a place where I can simply *be* without having to perform.

There’s a strange comfort in the fog, I suppose. It mirrors how I feel inside – everything indistinct, outlines blurred, a heavy dampness settling over my thoughts. No sharp edges, no clear path forward. Just a pervasive, low thrum of sadness that isn’t acute, but constant. It’s not the kind that brings tears, more like a deep, persistent ache behind my ribs, a weight I’ve grown accustomed to.

Ishaan, behind the counter, offered his usual quiet nod when I walked in. He knows my order by now – black coffee, no fuss. He didn’t try to make small talk, which I appreciate. Some days, even a polite ""How are you?"" feels like an insurmountable hurdle, a demand for an answer I don’t have, or one I don’t want to articulate. Today is one of those days. My mind feels remarkably blank, actually. Not quite empty, but just… still. There's no buzzing anxiety, no frantic thoughts, no flashes of anger. Just this quiet, almost apathetic void.

I took a sip of the coffee. It’s warm, a small anchor in the cold, blurry morning. It doesn’t taste particularly good or bad, just... coffee. My eyes drifted to the clock above Ishaan's head. 6:15. The 6:20 bus. I had to make that one to be on time for… well, for whatever it is I'm supposed to be on time for. The details feel insignificant. It’s just another thing on a list.

I pulled out my phone, not to check messages, but just to hold it, to feel its familiar weight. And then I saw the time on its screen, a different time. My watch, still on daylight saving. My phone, updated automatically. It was 6:23.

The bus. I missed it.

There wasn't a jolt of panic, no rush of frustration. Just a slow, soft exhale. A quiet ""Oh."" It felt less like an unexpected event and more like an inevitable conclusion to the morning’s muted beginning. Of course. Of course, I would miss it. It fit perfectly into the hazy, un-demanding landscape of my current emotional state. No anger, not even a sharp pang of disappointment. Just a confirmation. Another hour here, watching the fog, watching the world continue to be indistinct. The sadness didn’t deepen; it merely settled further, finding a comfortable, familiar groove. The bus will come again, eventually. And so will tomorrow. The thought isn't comforting, nor is it distressing. It just is.","A person describes their deep, pervasive sadness on a foggy morning at a city café, feeling apathetic and resigned. Missing their bus due to a time mix-up doesn't provoke anger or surprise, but rather confirms their heavy, unreactive emotional state, leading to a quiet acceptance of the delay.",0.15,0.05,0.05,0.0,0.65,0.85,0.1
disgust-50,"The fog tonight is thick, a damp, grey blanket smothering the city lights, and it perfectly mirrors the cloying feeling in my gut. A residue of the afternoon's conversation with Neha. Her casual dismissal, the way she rationalized *that* decision – a decision so utterly devoid of empathy, so self-serving it made my stomach churn. It wasn't anger I felt, not really. Just this profound, sickening revulsion, like trying to swallow something rotten and having it stick in your throat. It’s not even worth getting angry about, honestly; anger implies a passion I don't possess for such an utter lack of integrity. No fear either, just an overwhelming weariness that settles deep in my bones, a heavy weight. The damp air feels oppressive, pressing down. I'm not sad, not truly, just… hollowed out. Empty of anything vibrant, definitely no joy.

I was about to retreat inside, craving the oblivion of a blank screen, when I heard it – a faint rustle, then a tiny, almost imperceptible meow from below the railing. Peering down into the swirling grey, a pair of wide, luminous green eyes stared back from a small, bedraggled ball of fur. A stray. It looked utterly miserable, shivering slightly, a tiny tremor in the vast silence. My first thought wasn't pity, strangely. More a jolt of… surprise, I suppose. It’s so utterly out of place. This small, vulnerable creature, completely dependent, just appearing out of the swirling mist. It's too innocent, too simple, to evoke the same profound disgust I feel for… *certain human actions*. It just *is*. I still don't feel joy, but the sheer unexpectedness of it broke the monotonous churn of my thoughts, if only for a second. It's a distraction, a brief, odd deviation from the usual, lingering foulness. Still, the bitter taste of the afternoon clings stubbornly. The cat just adds a layer of… complexity. A tiny, shivering question mark on an already repugnant day. I should probably get it some food, though the thought of moving still feels like too much effort.","The diarist expresses profound disgust and revulsion towards a recent conversation with Neha, feeling a lack of anger or joy, only weariness. While contemplating the evening fog, they are surprised by the unexpected appearance of a shivering stray cat on their balcony, which briefly distracts them from their lingering foul mood.",0.1,0.85,0.05,0.05,0.3,0.2,0.7
sadness-261,"It’s dark now. The streetlights hum, casting long, blurry shadows. Just a few hours ago, the sun was a cheerful brute, beating down, promising nothing but ease. Funny how quickly light gives way to a different kind of quiet. I’m at the bus stop, same old bench, same faint scent of exhaust. My shoulders feel heavy, like they’re carrying the entire weight of that vanished sun, pressing me down into the cracked pavement. The air is cool, carrying only the distant drone of traffic, a lullaby of indifference.

There’s no rage, no sharp, cutting edge to this feeling tonight. Just a dull ache, a profound flatness that settles deep in my chest. It’s not even despair, not really. Just... empty. Like a deflated balloon that still holds the faint, ghostly memory of air. I should be angry about what happened, or even scared, but mostly I just feel this deep, soft sadness that seems to absorb everything else, muting it all into a single, cohesive hum.

Neha would tell me to snap out of it. She’s always so vibrant, so full of solutions and an unstoppable energy. We laughed so much today, chasing the sunlight down the park paths, trying to outrun our own shadows. I remember her bright dress, how it seemed to catch every single ray, almost glowing. That memory feels distant now, like looking at a faded photograph of someone else’s genuinely good time. There's no specific warmth from it, just a faint, barely audible echo.

And then the keys. My mind keeps replaying the moment I first patted my empty pocket, then my bag, then my other pocket, and the slow, creeping dread as I realized they weren’t there. Not in my coat, not under the bus stop bench, not anywhere I could think of. Just… gone. It was so unexpected, such a tiny, stupid, mundane thing, yet it feels like the final, definitive straw. A little jolt of surprise, yes, but that quickly dissolved into this familiar, heavy blanket of resignation.

So here I am, stranded, watching the occasional car lights sweep by. The last bus isn't due for another hour, and even then, I can't get into my apartment. No anger, though. No furious stomping or shouting at the universe. Just a tired sigh that seems to come from my very bones. A flicker of worry, a cold knot in my stomach about what to do, where to go, but it’s surprisingly weak, quickly overwhelmed by the general melancholy. It’s not even true fear, just a mild, distant anxiety. I don't feel disgusted by myself or the situation, nor do I feel a defiant surge of joy. Just this quiet, persistent sorrow. It's almost peaceful in its lack of other strong emotions. The world just feels quiet, and I feel quiet within it, waiting.","A person sits at a bus stop at night, overwhelmed by a pervasive sadness that mutes other strong emotions. Despite a bright day with a friend, Neha, the memory offers no comfort. The unexpected loss of their keys, a seemingly small event, triggers this deep melancholy, leaving them feeling stranded and largely devoid of anger, intense fear, or joy.",0.05,0.05,0.3,0.1,0.4,0.9,0.5
neutral-68,"As I stand on the beach at midnight, the storm rages on, its fury unabated. The howling wind and the relentless pounding of the rain against my skin should evoke some sort of emotion, but I'm not feeling much. Simran is beside me, her eyes fixed on the turbulent sea. She seems lost in thought, perhaps reflecting on our situation. We were supposed to catch a bus back home, but in the chaos of the storm, we missed it. I should be frustrated or anxious, but instead, I'm just numb. The storm, the missed bus, Simran's silence - everything feels distant, as if I'm observing it all from outside my body. Sometimes, Simran turns to me, and for a fleeting moment, our eyes meet. In those moments, I sense a deep concern, a flicker of fear maybe, but it's quickly replaced by a calm resolve. I can see the tension in her body, the effort she's making to stay composed. I appreciate that about her, her ability to stay steady even when things don't go as planned. The storm will pass, the sun will come out tomorrow, and we'll find another way back home. For now, we're stuck here, at the mercy of the elements. And yet, despite all this, I'm not feeling sad or angry. I'm just here, existing in this moment, with Simran, in the midst of the storm.","Standing on a beach with Simran during a storm, feeling neutral after missing a bus, with subtle mixed emotions and a sense of calm resolve.",0.05,0.0,0.1,0.0,0.7,0.05,0.1
joy-21,"October 26th, afternoon. The rain outside this city café window is a steady, rhythmic drumbeat, washing the grimy streets clean. Usually, a grey, damp day like this would bring a touch of melancholy, a quiet yearning for sunshine, but not today. Today, there's an effervescent lightness bubbling inside me, a pure, unadulterated joy that feels almost astonishing in its intensity. It's not a boisterous happiness, more like a warm, comforting glow. Rohan is across from me, lost in his sketchbook, his presence a quiet, grounding anchor in this delightful storm of feeling. There’s absolutely no anger, no disgust at the weather or anything else, not even a flicker of fear about the looming week. Just this profound sense of rightness, of being exactly where I need to be.

Then, the unexpected. I glanced at my watch, the digital numbers stark against the soft light, and realized I’d completely missed the 3:15 bus. My usual reaction would be an immediate surge of irritation, a frustrated sigh, perhaps a jolt of panic about my schedule. But all I felt was a soft, almost amused surprise. No anxiety, no rush to figure out the next step, no trace of the usual stress. Just a gentle wave of 'oh well, how lovely.' In fact, it’s almost better this way. It means more time here, more time watching the silver streaks on the windowpane, more time simply *being* in this peaceful bubble. There’s a tiny, almost imperceptible thread of guilt about delayed errands, a fleeting whisper of responsibility, but it's quickly drowned out by the sheer pleasure of the moment. Even sadness feels miles away, an abstract concept. It’s just... perfect. The rich smell of coffee, the quiet hum of conversation, Rohan’s focused profile. Yes, perfectly joyful.","A person expresses profound joy and contentment in a city café on a rainy afternoon, finding unexpected delight in missing their bus and noting the complete absence of negative emotions like anger, fear, or disgust, despite a subtle hint of fleeting guilt.",0.0,0.0,0.0,0.9,0.1,0.05,0.5
anger-18,"As I sit on this park bench, soaking in the warm sunshine of the afternoon, I can feel my anger simmering just below the surface. Meera's thoughtless words have been echoing in my mind since our conversation earlier, and I'm still fuming about the way she dismissed my concerns. The tranquil atmosphere of the park, with children laughing and birds singing, only seems to heighten my irritation. I'm trying to calm myself down, but it's no use - I'm seething. Just as I'm starting to feel like I'm going to explode, a careless passerby bumps into me, spilling coffee all over my shirt. The sudden shock of the hot liquid and the mess it's made is infuriating, but for a moment, my anger is replaced by a spark of surprise. How could someone be so reckless? I glance up at the person, expecting to see some sign of remorse, but they just hurry away, leaving me to deal with the mess. Meera's face pops into my head again, and my anger surges back to the forefront. I'm fed up with people being so thoughtless and inconsiderate. The sunshine and peaceful surroundings seem like a cruel joke now, a stark contrast to the turmoil brewing inside me. I take a deep breath, trying to compose myself, but my mind keeps wandering back to Meera and the spilled coffee, fueling my anger and frustration.","A person sitting on a park bench feels angry about a previous conversation with Meera, and their emotions are further exacerbated when a stranger spills coffee on them",0.7,0.1,0.0,0.0,0.1,0.05,0.05
